"city","description","neighbourhood_cleansed"
"Melbourne","This penthouse, positioned a top of building in the heart of Southbank, offers an unparalleled 180-degree panoramic view of the cityscape. Spanning approximately 140 m2, the apartment provides a spacious and comfortable living environment, complemented by a generously sized balcony measuring approximately 100 m2. This expansive outdoor space not only enhances the overall sense of luxury but also provides an ideal setting for enjoying the surrounding urban vistas.","Melbourne"
"Melbourne","A 2 bedroom apartment with 270 degrees view. Breathtaking, GORGEOUS view of the habour and the iconic Melbourne Star. Walking distance from Southern Cross Station and within the Free Tram Zone. Amazing view of sunrise and sunsets.","Melbourne"
"Melbourne","The StayAU Team is delighted to present this brand-new, beautifully designed apartment in the sought-after heart of Box Hill.<br />Featuring two spacious bedrooms, two modern bathrooms, and a secure onsite parking space, this apartment seamlessly blends convenience with sophistication.<br />Designed with both style and functionality in mind, the residence offers expansive indoor and outdoor living areas, perfect for family comfort.","Whitehorse"
"Melbourne","Offering central accommodation, only a short walk from Melbourne CBD, Queen Victoria Markets and world-renowned restaurants. Designed for living, our brand new apartments feature modern creature comforts and carefully curated amenities, with complimentary wifi and secure parking included. Nestled between several leading Melbourne hospitals, ideal accommodation for hospital visitors, offering flexible cancellations and date changes.","Melbourne"
"Melbourne","My home is where city and style meet, with a sparkling new bathroom, carpet & a bold black theme throughout.<br />My beautiful apartment is available & suitable to short term visitors /travellers / relocation of 4-6 weeks from November & a week mid August.<br />Quiet apartment complex, suitable for similar people who appreciate quiet & comfortable home 1 block from beach & walking distance to cafes.<br />lots of natural light with floor to ceiling glass windows <br />Strictly No pets or smoking due to allergies","Port Phillip"
"Melbourne","Located in the heart of Fitzroy North in the inner northern suburbs of Melbourne just 3.5km from the CBD and stones throw from Brunswick Street and the Edinburgh Gardens. Walking distance from other interesting neighbourhoods including Collingwood, Carlton, Abbotsford and Northcote.<br /><br />The house offers easy access to two tram lines (the 96 and 11 trams).","Yarra"
"Melbourne","The Poplar Box Hill offers well-designed 1 & 2 bedroom homes for holiday lease, complete with the highest quality fixtures and fit-tings, this family, and student accommodation will elevate your lifestyle with convenience and proximity to everything Box Hill.","Whitehorse"
"Melbourne","We cater to families, beautiful big big backyard and easy access to the house. We love food, so food in home is open to you.","Casey"
"Melbourne","Welcome to your ideal family getaway! Our property is designed to ensure quality time with loved ones. The inclusive playground promises endless joy for kids, while the BBQ area provides a delightful retreat for adults. Nestled in a family-friendly neighborhood, whether you're traveling for business or pleasure, this accommodation exceeds expectations. Complete with a spacious living room for cozy movie nights and a well-equipped kitchen to whip up your favorite dishes.","Melbourne"
"Melbourne","Experience the best of South Yarra in this stylish,sun-filled apt just steps from train station, making it easy to explore Melbourne’s top attractions.We’ve got you covered with toiletries and cooking basics,so you can settle in right away.Perfectly located near Chapel Street’s trendy cafes, boutiques, and scenic parks, this apartment offers both convenience and comfort.Whether you’re here for business or leisure,you’ll have everything you need for a relaxed,memorable stay,plus easy city access!","Stonnington"
"Melbourne","Located in vibrant, leafy, cosmopolitan North Melbourne. Brand new building that is walking distance to the PeterMac, RMH, University and the CBD. Perfectly positioned for Hospital outpatients and Corporates","Melbourne"
"Melbourne","Private room in large 14-bed 8-bath house shared by 20 people<br /><br />Beautiful historic house near Melbourne University and parliament<br /><br />Not suitable for high needs customers<br /><br />Do not book if you intend to give less than 4 star review<br /><br />We here only to help non fussy guests save money<br /><br />Free WIFI & Netflix. Shared TV, kitchen, bathroom, coutyard & laundry<br /><br />$50 key deposit needed to check in. $30 late check in fee after 10pm<br /><br />No pet. Smoking outside only<br /><br />Paid car parking at nearby Melb museum or on street","Yarra"
"Melbourne","This unique place has a style all its own.","Moonee Valley"
"Melbourne","Located on the corner of Spencer and Lonsdale Streets in Melbourne's CBD, West Side Place sits proudly at the heart of a diverse, liveable, and vibrant neighbourhood. A new Melbourne unfolds on your doorstep, with Flagstaff Gardens, premier dining and only 700 meters away from Southern Cross Station.","Melbourne"
"Melbourne","With easy access to popular attractions, delicious restaurants, and various entertainment options, you'll never have a dull moment during your stay. Our comfortable accommodation provides the perfect home base for your adventure. From stylish decor to modern amenities, we have everything you need to make your stay enjoyable. Don't miss out on the opportunity to create unforgettable memories with your loved ones at our place. Book now and experience the convenience and comfort of staying with us.","Melbourne"
"Melbourne","This special place is close to everything…<br /><br />Moments to Toorak Road, Chapel Street shopping, MCG, CBD, restaurants, cafes and bars, Royal Botanic Gardens, Yarra River walking/bike trail, Como Centre with cinema, South Yarra train station, Australian Open and not forgetting the GRAND PRIX!<br /><br />•Outdoor Cinema<br />•Built in ethanol fireplace in the living zone<br />•Bedrooms with views<br />•Seperate laundry room<br />•Heating/cooling in main living area<br /><br />Perfect for a romantic getaway, families and groups with friends.","Stonnington"
"Melbourne","The location is very strategic and very close to groceries shopping (Coles, traditional Market) and various restaurants such as Indonesian restaurants, Indian restaurants, and others. <br /><br />Only 400 meters walk to Coles, 10 min to CBD by Tram. <br />Train, Tram and Bus stations are only 100 m by foot. <br /><br />Very close to the University of Melbourne Polytechnic, and Preston Traditional Market. <br /><br />Perfect for those of you who want to take a vacation but have a limited budget and don't take time on the road.","Moreland"
"Melbourne","Enjoy a beautiful view of the Yarra River in this Melbourne CBD  apartment. The 2 bedroom 1 bathroom apartment, Approx 65smq with a big balcony, is 2 mins away from Sea Life Aquarium & Crown Casino, and a 3 min walk from the Southern Cross Station (access to Sky Bus).<br /><br />Across the building is Hardware Société (famous brunch café), and other various restaurants and 24 hour convenience stores are next to the apartment. <br /><br />Maximum of 6 people can stay<br /><br />There is no parking included with the apartment*","Melbourne"
"Melbourne","Modern 4-bedroom, 3-bathroom townhouse in Blackburn featuring spacious living, a fully equipped kitchen, private backyard, and stylish decor. Located at 27-29 Canterbury Rd, close to shops, parks, and public transport. Ideal for families, groups, or business travellers seeking comfort and convenience.","Whitehorse"
"Melbourne","Welcome to our luxurious 3-bedroom, 2.5-bathroom townhouse nestled in Richmond’s most sought after pocket, a vibrant yet exclusive neighborhood in Melbourne. This spacious property over 3 levels, is a haven for those who appreciate the finer things in life, offering a perfect blend of style, comfort, and convenience.","Yarra"
"Melbourne","Prime location in the heart of Windsor. Located in a quiet leafy street this cute one bedroom apartment is 7 minutes walk from the train station and trams. Security entrance with all the amenities required. Enjoy all the wonderful dining options on Chapel st. At your door step  is Tokyo Tina, Mr Miyagi, Hawker Hall, and Jalisco Mexican. You’re also near Chris Gahan Reserve, Alma Park and close to all major sport venues and minutes away from Windsor hospital & The Avenue hospital. Perfect place!","Stonnington"
"Melbourne","A big 12m2 (4mx3m) Bed Room with a Double Bed, huge work desk in a 3 Bedroom apartment. Room strictly For 1 guest only. <br /><br />FREE local commercial gym membership. 1.5km from apartment! <br /><br />Public transport to CBD virtually at doorstep, about 50m away.  GREAT wifi！<br /><br />Towel bathrobe & Beddings provided. Sharing Dining Room & Bathroom, stove, in oven, microwave, fridge etc. <br /><br />No pets allowed","Darebin"
"Melbourne","Experience ultimate luxury at Queens Place in Melbourne’s CBD. This spacious 2-bedroom, 1-bathroom apartment offers two high-quality queen beds, perfect for families and friends.<br /><br />Why You’ll Love It: Prime Location: Steps away from Melbourne’s attractions, with a supermarket and restaurants nearby. Elegant Comfort: Hotel-quality bedding for a restful night. Fully Equipped Kitchen: Enjoy cooking with a Miele oven and gas stove. Relax in Style: Cozy living room with smart TV and chic ambiance.<br /><br />Bo","Melbourne"
"Melbourne","Fabulous private ensuite room in the heart of Chapel St. Linen and little luxuries, a comfy bed and two experts on the best brunch, lunch, dinner and bars in the most wonderful part of Melbourne. Around the corner from all the delights of Chapel St, Prahran Station and Prahran Markets, minutes' walk to the Alfred Hospital and the Botanical Gardens. 8 minutes by train to the heart of the city.  Bike rental possible! Portacot available in the room if needed for little families.","Stonnington"
"Melbourne","Hi, it’s Aylene. I’m a South African living in Melbourne. A yoga practitioner and massage therapist. Your overall holistic girly. <br /><br />My space is welcoming and peaceful. It’s the perfect comfortable and cozy retreat close to the city and the MCG. <br /><br />A perfect home away from home, with a shared kitchen and a lovely courtyard to have your morning coffee in.<br /><br />Perfect for couples, singles, business travelers, seniors and just soul searching wanders.","Yarra"
"Melbourne","Discover the Best of North Melbourne. Stay in style at this modern 3-bedroom, 2-bathroom apartment that blends city convenience with suburban charm. Ideally located just moments from Queen Victoria Market, leading hospitals, The University of Melbourne, and the vibrant dining scene of Lygon Street. With trams right at your doorstep, exploring the CBD and beyond is effortless. This apartment is perfect for short getaways or as a comfortable work-from-home base.","Melbourne"
"Melbourne","Hello,<br />The studio is connected to our family home, cleverly designed to be self contained including your own kitchen, bathroom and living. <br /><br />Our kitchenette contains all the essentials, with a selection of cookware, ovenware & kitchen staples in the cupboards.<br /><br />You can relax in front of a 32"" television and Chromecast your favourite media on a dedicated wifi network.<br /><br />We are a family of five, so it's a lively place & you will hear us at certain times of the day... but we are good company!","Darebin"
"Melbourne","Bring the whole family to this charming house with lots of room for fun.<br />Wonderful outdoor setting is tailored for maximum entertainment and plenty of space for kids to play. <br />The whole family and friends can enjoy the oversized in-ground saltwater pool.  <br />Easy access to knoxfield shopping and entertainment district,transport, parkland (Lakewood nature reserve), eastlink, and also a short drive to the Dandenong ranges and popular 1000 steps!","Knox"
"Melbourne","Hello, Bring your small family in our spacious master bedroom. Bedroom is attached with a toilet, shower,  basin with basic amenities which are listed in the amenities section and  walk in closet. <br /><br />If you need a vegetarian food. we provide food with extra small charges, or you can't make food by your self sorry 🙏, <br /><br />We are asian people, we have 4 bedrooms and study room house, we only live 3 people. <br /><br />We are providing pick up/drop off service with extra cost if you need.","Casey"
"Melbourne","Built in 1909, this cosy period home is the perfect place to rug up this winter. <br />You will immediately feel at ease with all the comfort of a 'homely' home.<br /><br />2 Bedroom home with stunning high ceilings, original features throughout and a charming backyard and front patio.<br /><br />A short walk from Yarraville village which provides a quiet family friendly area just 15mins by train into the city. We have amazing, quiet and welcoming neighbours. (Including everyones favourite neighbourhood cat -  Kenny)","Maribyrnong"
"Melbourne","Welcome to Airbnb room. House is conveniently located just 25 minutes away from airport and the city center.<br />Whether you're here for business or leisure, you'll find all the amenities you need for a pleasant and enjoyable stay. <br /><br />We offer airport drop-off/pickup service at an extra cost. <br />I’ll arrange a smooth and comfortable transportation for you when in need.<br />Feel free to inquire about the details when making your reservation. <br />Looking forward to hosting you 😊","Wyndham"
"Melbourne","This special place is close to everything, making it easy to plan your visit. Luna Park, Acland Street & public transport are at your doorstep.<br />Comfortable queen size bed, gas cooking & WiFi - though with so many restaurants near by, why eat in! 🌴🌴🌴<br />please note -paid parking is available on street, Luna Park car park has many spaces available","Port Phillip"
"Melbourne","11am checkout. Self checkin. Hosts Vaxed.<br />Light, comfortable, newly decorated Queen bedroom & private en-suite at front of house. <br />Egyptian cotton sheets & towels. Electric blanket, SmartTV, tea/coffee, microwave, crockery, small fridge, ceiling fan, rain shower. <br />Shared kitchen, laundry.<br />7kms to CBD.  20m to 546 Bus and to cafe. Fairfield Village: 8min walk to train, restaurants, shops, cafes.<br />Near 260 hectares of river parkland.<br />Also check out our Apricot Room with ensuite and Garden Verandah.","Darebin"
"Melbourne","Fully appointed THREE LEVEL TOWN HOUSE located in one of Melbourne's best areas - St Kilda East. <br /><br />You’ll love this luxurious home with floor to ceiling windows, natural light and aircon to ensure you enjoy Melbourne in all weather. <br /><br />Stay in and watch TV or your favourite Netflix show on the big screen or enjoy the myriad of local CAFES on Carlisle Street. Or hunt bargains and enjoy coffee on nearby Chapel Street, a short walk through the park.<br /><br />This is a rare gem.","Port Phillip"
"Melbourne","Delighting 2-bedroom ideally located in Melbourne CBD, within proximity to Marvel Stadium, restaurants, cafes and shops. 10 minutes walking distance to attractions such as Melbourne Star, Docklands and DFO SouthWharf.","Melbourne"
"Melbourne","Discover Melbournes south east in this chic 1 bedroom studio near local cafes and shops. Situated along a peaceful residential street, the property offers a cosy and relaxing haven only minutes away from the local parks, public transport and shopping hubs. With its stylish interiors, contemporary decor and communal outdoor area, appreciate the thoughtful design of this understated property. Perfect for couples looking for a tranquil retreat.","Glen Eira"
"Melbourne","Welcome to our cozy 4 bedroom house on Cobden Street in North Melbourne.<br /> With nearby attractions like Queen Victoria Market and Melbourne Museum you'll have plenty to explore. Marvel Stadium and shopping precincts like Melbourne Central are also within reach. <br /><br />Whether you're here for business or pleasure, our house is the perfect base for your stay in Melbourne.<br /><br />Note: Its a 4 Bedroom, 2-level house with 1 bathroom & living room. You will be sharing the common areas with 3-6 other guests.","Melbourne"
"Melbourne","Enjoy a hotel-style room for two, complete with essentials for a comfortable stay. Nestled in our beautiful home, you’ll have the chance to make new friends and explore Melbourne from a vibrant, social setting.<br /><br />Our ‘hotel experience within a shared environment’ combines the privacy of your own secure, lockable room with the opportunity to connect with others. Whether here for a short or extended stay, you’ll enjoy the ideal balance of independence and community.","Moreland"
"Melbourne","Cosy Retreat in Central Location.<br /><br />Welcome to your peaceful retreat in the heart of one of Melbourne’s most sought-after neighborhoods! This well-maintained, older-style home has character, a little charm with some mod cons. Perfectly positioned between Bridge Road and Swan Street.<br /><br />✔️ Convenient access to City, MCG, Rod Laver Arena, Yarra River et al. <br />✔️ Easy walk to cafes, bars, pubs, restuarants & Victoria Gardens SC<br />✔️ 200 mtrs public transport – trams, trains, and buses for easy city access.","Yarra"
"Melbourne","This special home is close to everything, easy to plan your tour.","Melbourne"
"Melbourne","Your family will be close to everything when you stay at this centrally located place. Places in close proximity are Train station, Tram station, Marvel stadium, State library and many other tourist attractions.","Melbourne"
"Melbourne","Welcome to this beautiful  private, secure, comfortable back unit in the heart of Mt  Waverley! convenient to all services: 5 min walk to train station, goes directly to Melb Centre. 1 stop to Glen shopping centre , restaurants & theatre. 25 min to airport via Monash freeway. This spacious unit is ideal for 1 or 2 couples look for a private comfortable stay. Situated on enjoyable upper middle class region offering a blend of suburban charm urban accessibility at this unique and tranquil getaways","Monash"
"Melbourne","Light filled, spacious entire apartment in Southbank. Beautiful 3 bedroom, 2 bathroom apartment with  Balcony, and 1 car park is situated in the heart of Southbank directly opposite the Casino, Exhibition Center, and within walking distance of free tram zone and  major attractions in Melbourne.<br /><br />Each room has amazing city, river view and Dockland Bayview.<br /><br />Free WIFI, GYM, Pool and Parking<br /><br />Rare big size APT in Melbourne - 115 m2<br /><br />Towel and sheets are from  hotel level supplier to guarantee clean","Melbourne"
"Melbourne","Spacious, light & airy house right in the middle of “bagel belt” of East St Kilda.  <br />Spacious equipped kitchen; 3 separate sinks & food preparation areas & 2 fridges, washing machine & dryer. <br />Beds for 10.<br />For corporate bookings & for ultimate relaxation, guests have the option to get their laundry done, ironing, dry cleaning, home cooked meals (per dietary requirement).  Kosher meals. Costs are neg. depending on stay.<br /><br />PS For those who miss their pets: I can bring my 2 beautiful 🐶🐶 for a play.","Glen Eira"
"Melbourne","Welcome to the urban oasis on the picturesque Yarra River! <br /><br />This brand-new luxury apartment promises an unforgettable stay in Melbourne. Every corner of this space exudes contemporary elegance, from the spa Style bathroom to the sleek kitchen. The open-plan living and bedroom area basks in ambient natural light. The Park House building boasts a heated indoor pool, gym, sauna, cinema, kids play room and more. Victoria Gardens shopping centre is at your door, as is the tram to CBD in 15 mins.","Yarra"
"Melbourne","A spacious private Family Ensuite Room featuring a comfortable bed arrangement for families, a private ensuite bathroom, and all the essential amenities for a relaxing stay. Ideal for those looking for a cosy and convenient space to enjoy time together.","Melbourne"
"Melbourne","New townhouse, the room is nice and clean with everything you need.","Greater Dandenong"
"Melbourne","This is one of the beautiful areas in West Melbourne, which offers a very new superb neighbourhood, enriched by great sporting and recreational facilities, connected to local Werribee town centre and the Melbourne CBD by buses and metro trains. Exiting to the Princes Freeway is just a minute that brings very easy drive to both the Tularmarine and Avalon Airports.","Wyndham"
"Melbourne","Relax and reconnect with nature in our lovely cottage in the woods. Minutes from Kallista and Grant's picnic grounds in the heart of the Sherbrooke forest. We offer private forest views within walking distance to the Sassafras-Monbulk hiking trail. Great spot to take time out and plan some local adventures. Perfect for couples.","Yarra Ranges"
"Melbourne","Welcome, you and your friends will be close to everything when you stay at this centrally located place, take in the breathtaking city views in one of the most popular and famous areas of Melbourne CBD and the Free Tram Zone.  <br /> <br />The Southern Cross Station, along with airport shuttle SkyBus service is right at your doorstep with Coles Supermarket, Asian Grocery, and Spencer Outlet Shopping Centre nearby.","Melbourne"
"Melbourne","Position yourself in the heart of Melbourne. Only a 100 metre walk to Albert Park Lake, 10 minutes from the CBD, St Kilda beach, Greville and Chapel Streets. Perfect location for Grand Prix. Free WIFI for your convenience and 2 car parking spaces.","Port Phillip"
"Melbourne","This beautiful home is located in St.Kilda, within steps from St.Kilda Beach. With spacious living area, modern kitchen, large glamorous bedroom and porch dining with sea views. Home to Still Life artist Chris Beaumont with amazing works throughout.","Port Phillip"
"Melbourne","Private room with access to shared spaces.<br /><br />Address: 7 RYE STREET, Dallas 3047<br />Download Google maps to plan your journey to/from the house.<br />Closest places:<br />Train station: COOLAROO<br />Bus stop: GIRGARRE St/PASCOE VALE Rd<br />Food store: IGA DALLAS. 900m<br />Mall and food court: BROADMEADOWS CENTRAL. 2km<br /><br />TAXI cost <br />$30  to/from from airport<br />$50 to/from CBD<br /><br />PUBLIC TRANSPORT (MYKI) cost <br />$4.5 per trip<br />$9 Per day (unlimited rides)<br /><br />We have instant booking/Self check in<br />Extra services available, see photos.","Hume"
"Melbourne","Modern, conveniently located 1 bedroom apartment with open plan living. Walking distance to major tourist attractions and destinations, including South Bank, Crown Casino, Sea Life, MCG, Exhibition Centre, South Wharf and CBD shopping, Southern Cross Station, tram stops and a selection of amazing restaurants on your doorstep.<br />In the apartments building is a hotel which has 24h security. <br />Free access to the gym as well! <br />Enquire today! We would love to help you to book your next getaway!","Melbourne"
"Melbourne","Bright ☀️, Light 💡 two bedroom apartment. Q and D sized beds, balcony and all the mod cons. Outstanding location with Cafes, Bars, Parks, Trams and Trains all within a five minute walk. 20 min from ✈️. We’ll be happy to point you in the right direction for all the best spots. 😃","Moreland"
"Melbourne","Enjoy a stylish experience at this centrally located place, within walking distance to cafes, bars and shopping which Chapel Street is famous for.  <br /><br />Includes:<br /><br />- Queen size bed <br />- fold out mattress for additional guests <br />- full kitchen <br />- fridge <br />- washing / dryer machine <br />- pool <br />- spa <br />- pool table<br />- sauna <br />- steam room<br />- bbq facilities <br />- cinema<br />- Library; and <br />- private indoor carpark <br /><br />This apartment will not disappoint. <br /><br />Please note this is my apartment I rent out from time to time.","Stonnington"
"Melbourne","A spacious apartment with huge terrace, flanked by tree tops and the heritage terrace houses on stylish Victoria Avenue. Each king bed bedroom has a small balcony offering glimpses of the bay.  The 2nd bedroom can be a king bed or 2 singles.<br /><br />The city tram is just across the avenue and beach is two blocks away. Allocated parking is at rear of building. <br /><br />Note: Not available during Grand Prix, not suitable for small children or those with mobility issues due to climbing hazards and stairs.","Port Phillip"
"Melbourne","Welcome to our bright and peaceful Lemon Garden Room, nestled near the scenic Darebin Creek Trail, our home offers a relaxing stay with easy access to nature, public transport, and local amenities.<br /><br />🚉 2 mins walk to Thomastown Train Station<br />🛒 Walk to shops, restaurants, and essentials<br />💪 7 mins to TRAC Aquatic & Fitness Centre<br />🌳 Near Darebin Creek walking trails<br />🅿️ Plenty of free street parking<br />✈️ 15 mins drive to Melbourne Airport<br />🚗 30 mins to Melbourne","Whittlesea"
"Melbourne","Keep it simple at this peaceful and centrally located place.","Melbourne"
"Melbourne","Charming English Tudor home in peaceful Park Orchards, ideal for families, wedding guests, or local explorers. Conveniently located near Doncaster Westfield and Eastland Shopping Centre.<br /><br />Featuring four spacious bedrooms, two and a half bathrooms, and comfortable sleeping arrangements for up to 8 guests, including two large bedrooms with plush memory foam mattresses. <br /><br />Enjoy fast and reliable internet with brand-new NBN Wi-Fi installed in April 2025.","Manningham"
"Melbourne","1 bedroom apartment in a quiet street near the Victoria Gardens shopping precinct.  <br />Close to public transport, Yarra parklands and bike paths.  Easy transport to City, Australian Open Tennis Competition, numerous bars, restaurants, cafes and craft breweries.<br />1 queen bed.<br />Fully functioning kitchen with stove and microwave.  <br />Modern and clean bathroom.<br />North facing windows with natural light, split system air con.","Yarra"
"Melbourne","Convenient location, large 4 bedroom house. Very newly renovated, all appliances brand new! Cosy lounge room with Netflix and wifi. Close to shops, tram stop, train station. Above a very nice cafe!","Yarra"
"Melbourne","Kick back and relax in this calm, stylish space.<br />This attractive two-bedroom unit compromises of;<br />- Generous sized living and dining area<br />- Two bedrooms<br />- Central bathroom + additional toilet<br />- Private north-facing garden and alfresco area<br />- One lock-up garage + common parking<br />- Gas heating <br />- Two air conditioning units<br /><br />Public transport with buses to Cheltenham train station. Dingley Village, Costco, DFO  Southland shopping centre and a vast array of shops. The Main Street of Dingley","Kingston"
"Melbourne","The National Rhododendron Gardens, William Rickett’s Sanctuary & Cloudehill gardens are easy walking distance.<br />Lots of dining options for Breakfast, Lunch & Dinner, should you not wish to cook <br />Puffing Billy is a 15 minute drive or accessed by public transport. ""Skyhigh"" is a 7-minute drive or  bus ride.<br />We are just 5 minutes walk to the closest bus stop. You’ll love my place because of the the natural beauty of the area. My place is good for couples, solo adventurers, & business travelers.","Yarra Ranges"
"Melbourne","Nestled in the heart of charming Yarraville, this beautiful home is the perfect blend of space & comfort.<br /><br />Step inside to find light-filled, open-plan living areas, generous bedroom & everything you need for a relaxing stay.<br />Sofa bed available for an extra guest. <br /><br />Just a short stroll to the iconic Sun Theatre, boutique shops & the Yarraville Village, you’ll be perfectly placed to explore one of Melbourne’s most beloved neighbourhoods. Plus, with easy train access to the CBD (just 15 minutes!)","Maribyrnong"
"Melbourne","Nestled within Docklands' most exclusive waterside retreats, this haven offers a luxurious escape just 5 min drive to CBD. Two spacious Living Areas, Three SMART Televisions (Chromecast enabled) and Five comfortable beds accommodate the entire family. Also included is a wine chiller, dedicated study area, and massage chair.<br /><br />Step outside, and the river beckons, its tranquil waters just a stone's throw away. Immerse yourself in kilometers of serene riverside paths as the sun sets spectacularly.","Melbourne"
"Melbourne","Enjoy a stylish experience at this centrally located apartment<br /><br />Your room has a single wardrobe, double bed and full work from home stand-up desk setup. <br />Your dedicated bathroom also has a euro laundry should you need it, as well a gorgeous rain shower. The living areas are shared with a smart TV, full dining area and balcony with a lovely view of the sunset while you unwind from a busy day exploring some of the best Melbourne has to offer!<br /><br />The building also has a library, rooftop, and a gym!","Yarra"
"Melbourne","Brand new geo-coordinate apartment, super safe, swipe security card to enter the apartment and take the elevator, close to Victoria market, free tram, convenient to travel, 5 minutes walk from Melbourne Central shopping/train station.","Melbourne"
"Melbourne","A quite open space studio apartment that is located just a short 10 minute walk from Melbourne Central, The State Library, Queen Victoria Markets, Melbourne Museum, The Old Melbourne Goal and the famous Lygon Street. <br />You will also have access to one of the main tram lines directly out the front of the property which can take you to places such as St Kilda Beach, Luna Park and much more!","Melbourne"
"Melbourne","This apartment has everything you need for a comfortable stay, whether you are a corporate traveller or a couple enjoying Melbourne’s sights and sounds. It features a cheery bedroom with double bed; a fully-equipped kitchenette; and your own private bathroom. The apartment is bathed in natural light with a bedroom window as well as a floor-to-ceiling window in the lounge.","Melbourne"
"Melbourne","Instant comfort for Group, Couples, Families & Kids.  Lounge, open family/dining room, kitchen and one bedroom downstairs and another living area and 2 bedrooms upstairs for guests to relax. Outside generous covered entertaining deck, big backyard. House has digital entry for easy check in. Fridge, washing machine, microwave included downstairs to share.","Knox"
"Melbourne","Enjoy a stylish experience at this centrally located place. Contemporary studio apartment on the heart of St Kilda, 6km from the city centre and nestled amongst Acland street's vibrant shopping & cafe precinct. Minutes to St. Kilda Beach, Luna Park, Palais Theatre and city bound trams. This well appointed apartment offers split system heating/cooling, fully equipped kitchen, balcony, deluxe bedroom fitted with luxury linen and sparkling bathroom with European laundry.","Port Phillip"
"Melbourne","Perfect For: Family adventures • Group escapes • Weekend getaways • Extended stays<br /><br />Your Relaxation Hub<br />Step into this beautifully equipped retreat, just moments from Officer's charming town center. Host lively garden BBQs under the stars or lounge in generous living spaces designed for making memories. Every detail is curated for your comfort.<br /><br />Why Guests Love It:<br />✓ Spacious layout for together-time<br />✓ Prime location with local charm<br /><br />Secure your slice of holiday happiness today!","Cardinia"
"Melbourne","Urban In The Sky Melbourne 🇦🇺<br /><br /><br />✨ Swanston Central | 2BR 2 Bath | Sleeps 6 ✨<br /><br />🌇 68th Floor<br /><br />📍 160 Victoria St, Carlton VIC 3053<br /><br />🚉 5-min walk to Queen Victoria Market<br /><br />🚋 Free Tram Zone<br /><br />🅿️ One free secure carpark <br /><br />Features include:<br />☕ Nespresso coffee machine<br />📺 Smart TV with Netflix<br />📶 Fast Wi-Fi<br />🧺 Washer & dryer<br />🍳 Kitchen with cooking utensils and pots<br /><br />🏢 We manage 42 apartments in the same building — perfect for groups<br /><br />📲 airbnb.com.au/p/urbaninthesky","Melbourne"
"Melbourne","Luxury apartment living. Enjoy all that Templestowe has to offer with this sandstone first-floor apartment with Templestowe Village, city bound buses and Westerfolds Park at your doorstep.","Manningham"
"Melbourne","Rarely available***** Welcome to the ART Sub-Penthouse – A Luxe City Escape.<br /><br />Soak up sweeping Melbourne views from your private wraparound terrace in this designer 2-bed, 2-bath + office haven. With lush plants throughout, oak floors, gourmet kitchen, natural light + secure lift access, it’s a dream for entertaining or unwinding. Steps from Chapel St, cafes, parks, Prahran Market, Greville street precinct and transport - this chic Windsor retreat blends style, serenity, and ultimate convenience","Stonnington"
"Melbourne","Our house is our home! We love the quirky train carriage vibe from the front and the huge lawn to relax in out the back. The main bedroom looks out to palms and the morning light through the window makes it easy to stay in bed!<br /><br />We're in a great position in Preston. Close to cafes, Northland, restaurants on Plenty and High Street. The 86 tram through Thornbury > Collingwood > City (45min) is only a 10 minute walk away.<br /><br />We are on a main road so there is traffic noise. Windows are double glazed.","Darebin"
"Melbourne","Cozy Haven Near Everything!<br /><br />Escape to our warm and inviting home, perfectly located near the shopping center and just a short drive from the freeway. Unwind by the crackling fireplace after a day of exploring. Enjoy the convenience of local shops and easy access to major routes. Book your stay with us and make yourself at home!","Brimbank"
"Melbourne","Welcome to Seddonia – a stylish and spacious 5-bedroom, 3-bathroom home in trendy Seddon, just 10–15 mins from Melbourne CBD. With soaring ceilings, modern decor, and loads of natural light, it’s perfect for relaxing or entertaining. Ideal for large groups or multiple families, the home sleeps up to 16 guests with 3 bedrooms downstairs and 2 upstairs. The perfect base for your next city getaway!","Maribyrnong"
"Melbourne","This gorgeous air-conditioned cottage is set on 3 mezzanine levels and features a balcony overlooking the garden, landscape and amazing city views. It has a gas log fire place, fully equipped kitchen, 2 flat-screen TVs and a spa bath with views to the garden. The en suite bathroom has fluffy bathrobes and free toiletries. Free Broadband Wi-Fi for your entire stay.<br /><br />Please note that the price is based on 2 guests. The 3rd and 4th guests will be accommodated on the sofa bed at an extra cost.","Yarra Ranges"
"Melbourne","Discover the perfect blend of comfort in our chic 2-bedroom apartment, located in the heart of Box Hill. Boasting a beautiful balcony with stunning views, this apartment is just steps away from the train station and a bustling shopping mall, making it ideal for all your needs. Indulge in a variety of dining options with numerous restaurants and supermarkets nearby. The Box Hill bus terminal and tram stops are right at your doorstep, ensuring easy access to everything the city has to offer.","Whitehorse"
"Melbourne","Furnished apartment available for short-medium term (2 - 4 months) accommodation in Kensington.","Melbourne"
"Melbourne","Light filled 3 bedroom Victorian cottage tucked into a dead end street in the heart Footscray. The cultural delights of Footscray at your doorstop and the cafes and independent shops of Seddon just 5 minutes walk away. <br /><br />North facing, afternoon sunlight drenches the living area. Hydronic heating, an open fireplace and double glazed windows keep you toasty in the cooler months.<br /><br />Middle Footscray station is 3 minutes walk away. Just 15 minutes the Melbourne CBD","Maribyrnong"
