"city","description","neighbourhood_cleansed"
"Melbourne","Spare room with double bed to rent for short term visits , medium size room , comfortable bed , shared bathroom toilet with one 30 year old male living here full time , easy going and  friendly","Glen Eira"
"Melbourne","Enjoy living like a local in the heart of Ascot Vale in this modern, inner city apartment. Step outside to enjoy one of the many great cafes and shops situated along Union Road or take a moment on the balcony to enjoy the sunshine. The apartment is centrally located and close by to public transport options which make it easy to navigate yourself in to the city. Other destinations such Flemington Racecourse and Melbourne Showgrounds are both within walking distance or a short ride on the tram.","Moonee Valley"
"Melbourne","Spacious residence, conveniently located which radiates warmth in every corner. The well-designed interior features a gourmet kitchen, ideal for both practicality and style.<br /><br />With spacious bedrooms offering privacy this house is designed for your utmost comfort. Enjoy the epitome of gracious living in a home that effortlessly combines convenience, warmth, and a touch of luxury.<br /><br />Set amidst a beautifully landscaped backyard and heated pool providing a private retreat for the entire family.","Port Phillip"
"Melbourne","Welcome to our charming and cozy retreat nestled in the heart of wollert VIC. Bring the whole family to this great place with lots of room for fun. Whether you're here for a weekend getaway or an extended stay, our 3 bedroom, 2.5 bathroom home is the perfect place to call your home away from home.","Whittlesea"
"Melbourne","Step into the vibrant lifestyle of Fitzroy and Collingwood with this stunning converted warehouse apartment, perfectly situated amid a thriving café and bar scene. <br /><br />This stylish residence seamlessly blends industrial charm with modern comforts, offering an unbeatable urban retreat.<br /><br />Just a short stroll from the Melbourne CBD and the iconic Melbourne Cricket Ground, this apartment is situated near the renowned Proud Mary Café and just steps away from the world-famous Smith Street.","Yarra"
"Melbourne","Light filled spacious apartment boasting hotel style amenities to ensure you have the best experience whilst staying with Quest Caroline Springs. Bring the whole family or just you we have got you covered.","Melton"
"Melbourne","Discover the perfect bayside retreat at Wyndham Harbour! This stylish 2-bedroom, 2-bathroom ground floor apartment features a spacious front yard and is located right at the front of Marina Quays. With charming cafes and restaurants at your doorstep, enjoy stunning harbour views and waterfront dining. Ideal for water sports enthusiasts and those seeking a serene escape, this apartment also includes a convenient study nook for business travelers. Your dream summer getaway awaits!","Wyndham"
"Melbourne","1. The brand-new up-stair sunny, quite bedroom with garden view, off-street parking, large laundry, quite location at the end of road.<br /><br />2. I have another room with queen bed,  these two bedroom share common bathroom, suitable for family with kids.<br /><br />3. If you would like to stay for a long time,feel free to messageme.I will try to give you my best offer.","Monash"
"Melbourne","Ideally located in beautiful East Melbourne. Walking distance to the CBD and Melbourne's sports district. Adele Apartments are fully furnished one and two bedroom apartments with kitchens (including appliances, crockery and utensils) and each apartment has its own washing machine and drier. Facilities include access to the outdoor swimming pool and fitness centre.  There is also an onsite IGA as well as a cafe and restaurants.","Yarra"
"Melbourne","Welcome to our cozy Two Bedroom apartment in the heart of Docklands<br /><br />This apartment offers unparalleled convenience. Surrounded by an array of restaurants, shopping centers, and entertainment venues, it provides a perfect base for exploring Melbourne. Public transport stations within walking distance make it easy to discover every corner of the city.","Melbourne"
"Melbourne","Kick back and relax in this calm, stylish space.","Wyndham"
"Melbourne","2 bedrooms upstairs, each with own bathroom/shower. Also a foldout sofa that can fit 2 people comfortably. Realistically, the house can fit 6 people on beds (+more if you are willing to use spare, clean mattresses I own that can be put on the floor).<br /><br />Listing advertised for main bedroom (with own large bathroom) plus use of entire house incl. sofa bed.<br /><br />If you want the 3rd bedroom (also with private bathroom/shower) I will sleep at my family's house and the entire house will be private! :)","Yarra"
"Melbourne","Enjoy a stylish experience at this centrally located place.<br />It’s also cheap compared to same location because we do our own cleaning. Do not book if you’re too fussy about cleanliness.","Melbourne"
"Melbourne","Comfortable room for up to 2 people with everything you need. Make new friends and explore Brunswick from our lovely house.<br /><br />Our concept  comes with the opportunity to meet new people, form friendships but at the same time have your own space and be comfortable within your private room.<br /><br />We are a big provider of accommodation in Melbourne.  Our houses are regularly cleaned and maintained.  All rooms are lockable and safe with everything you need.","Moreland"
"Melbourne","Be surrounded by the best of Melbourne in this Art Deco mansion-style apartment. Start your day sipping coffee gazing onto the park from the couch. Then go exploring  with parks and the beach nearby, head to the GP if you have tickets and then shop&eat your heart out with Chapel street around the corner (but without the noise at night!). Come back and stay in the main bedroom with lots of space, and an adjustable stand up desk too in case you need to check those work emails on your weekend away.","Port Phillip"
"Melbourne","Comfortable four bedroom home with alfresco, double garage, open plan living dining and kitchen. <br />Melbourne airport 26km 25 min drive<br />Melbourne cbd 46 km<br />Donnybrook station 1.4 km 3 min drive<br />Donnybrook pub 1.4<br />Hume freeway 3km","Whittlesea"
"Melbourne","Our brand new family home is close to Caulfield Race Course and<br />several Train Stations for easy train-access to the CBD, the MCG or the Australian Open Tennis.  We're surrounded by beautiful gardens such as Hedgeley Dene Gardens (5min walk) and Central Park (1 min walk). Our place has high ceilings, generous rooms, is in a great location and is child-friendly.  We are a relaxed, warm family ready to help you explore one of the most liveable cities in the world :)","Stonnington"
"Melbourne","Upon entering you are greeted by a spacious foyer complemented by Italian tiling and beautiful hardwood flooring.<br />Further to the rear of the home is a gourmet kitchen, large dining area and sizeable family room and a cozy outdoor entertainment area incorporating covered pergola and outdoor spa. <br />Upstairs you will find very large bedrooms with amazing views across the Tirhatuan wetlands to Waverley Park from two of the rooms.","Knox"
"Melbourne","This beautifully renovated Victorian terrace is bright clean and welcoming with all the modern comforts. It is in the heart of Elsternwick in a quiet tree lined street. Only a 1-2 minute walk to Cafe’s , restaurants and shops. Public Transport is very close with the tram about a 2 minute walk or the train an 8 minute walk. By train you will be in the city centre in 16 minutes.<br /> Two $12 Myki(public transport cards) are also provided for your use.","Glen Eira"
"Melbourne","A clean, comfortable, clutter free, quiet and completely self contained studio home with its own private access with kitchen & bathroom.  A few minute walk to train, tram and bus routes with Elwood next door and St Kilda and the foreshore just a walk away, the  annex is a perfect base to explore Melbourne. <br />Fast, stable and unlimited wifi. Bed linen and towels. Breakfast hamper provided.","Port Phillip"
"Melbourne","Experience living in a beautifully furnished ensuite room on a serene 4000 m² property near Box Hill. Surrounded by lush greenery, this room offers a nice retreat while keeping you close to the conveniences of urban life.<br /><br />The ensuite room comes fully equipped with modern amenities, blending comfort with elegant antique décor.<br /><br />Located just 10 minutes from Box Hill .With public transport at your doorstep, you’ll have direct access to the city, airport, beaches, and other key locations.","Manningham"
"Melbourne","2 minutes walk to 48 tram, about 30 minutes directly to city (except during peak), about 6am-12pm.The room is large, and the desk and chairs are cozy and suitable for business trips and travel.Nearby there are restaurants, flower shops, barbershops, clothing stores, cafes, local close, and more!","Boroondara"
"Melbourne","Welcome to our luxurious and inviting retreat in the heart of the vibrant city. Immerse yourself in the ultimate urban experience at our stylish and contemporary Airbnb listing. Designed with discerning travelers in mind, our space offers an unparalleled level of comfort and convenience.","Melbourne"
"Melbourne","Experience comfort and style in this 2-bedroom Port Melbourne apartment, steps from the beach. The master bedroom features a king-size bed, workspace, wardrobe, blackout blinds, and a 55” TV. The second bedroom offers two single beds and storage. Enjoy a sunlit living room with a 65” TV and a fully equipped kitchen. With secure parking and easy access to cafes and attractions, it’s perfect for holidays or business trips. Book now for a memorable stay!","Port Phillip"
"Melbourne","Enjoy uninterrupted city views in this bright East Melbourne apartment. Brilliantly located near the MCG, you can walk to the city through Fitzroy Gardens or catch one of the frequent trams from right outside. The fantastic foodie scene in Fitzroy is also a short walk away. <br /><br />The apartment is furnished with everything you could need for a comfortable stay, including a Tempur mattress, a washer/dryer and a fully equipped kitchen. A car space is also available.","Melbourne"
"Melbourne","Enjoy a stylish stay at this centrally located apartment, a stones throw from Melbourne CBD.<br /><br />Located in the trendy and vibrant North Melbourne, you are in walking distance to Queen Vic Market, major hospitals, universities and public transport.<br /><br />This modern, clean apartment is fully furnished with 2 bedrooms and 1 secure car park, available for up to 4 guests.<br /><br />Easily accessible, on the ground floor with lift access to carpark and rooftop w/bbq where you can enjoy the beautiful city skyline.","Melbourne"
"Melbourne","The property is sitting in a quiet court with easy access to Bulleen Plaza on walking distance. Coles supermarket, Banks, Post office, Restaurants and Cafes just 300 meters away!<br /><br />The bedroom is airy and bright with large windows, has a double bed with nice cotton bedding and linen. It has shared bathroom and walk-in wardrobe, spacious and comfortable for your stay.<br /><br />Unlimited wireless internet, fully equipped kitchen and laundry room.","Manningham"
"Melbourne","Find yourself situated at the tallest building in Melbourne. The apartment comes with everything you need in a home, complimented with not 1 but 2 gyms and pools located at 70th floor with an amazing view of Melbourne<br /><br />The Melbourne Skyrise is close to South Melbourne Market, Crown Casino, Eureka Tower and Yarra River where you can walk around and enjoy sipping cocktails and dining in<br /><br />The space is just perfect for preserving the tranquil living and the buzz of the city at the same time","Melbourne"
"Melbourne","Enjoy my lovely house, close to the tennis, cricket, parks, AFL football,soccer,  city, shopping warehouses in Bridge road, and help me with some dog walking and house sit.","Yarra"
"Melbourne","My gorgeous and spacious home has all the comforts you need. You will have your own bathroom with a spa bath and heat lamps (very important during Melb winters), your own living space down stairs with toilet and kitchenette, plenty of pants around to make you feel like you are outside, short walk to Sth melb markets, CBD, the Tan and Botanic gardens, trams which go in every direction and a sweet Greyhound to pat","Port Phillip"
"Melbourne","If you love entertaining, this home is for you. Equipped with modern appliances, you’ll love this home the moment you walk in. A fabulous space for friends & family to gather around the central kitchen bench or retreat amongst the comfortable sofas in the multiple indoor and outdoor areas. A luxurious home that is close to the beach & iconic Melbourne tourist attractions, wonderful nearby cafes and restaurants, parks & public transport. A modern and contemporary home with everything you need.","Bayside"
"Melbourne","Relax in this modern Japanese-Scandinavian designer two bedroom home as you explore Melbourne.<br /><br />Located in the Art Precinct of Melbourne, our home boasts a picturesque city skyline view & walking distance to trams/trains.<br /><br />Offering a truly 'home away from home' experience, enjoy access to a complete kitchen, open-plan living area, laundry, FREE car park, gym, swimming pool & steam room.<br /><br />This is the perfect base to discover the hidden gems of Melbourne!","Melbourne"
"Melbourne","this is a beautiful house to live. the housemates are really friendly and caring. the rooms are clean and kitchen is fully equipped.","Port Phillip"
"Melbourne","Re’em Yarra Valley is a new chapter for a 15 year old business called Helen and Joey Estate. Situated in the heart of the Yarra Valley, Re’em is an on-farm visitor venue with 16 well appointed, spacious hotel suites. Beyond its comfortable accommodations, the hotel has a restaurant and cellar door, making it an exceptional venue for hosting business conferences, events, and unforgettable weddings.","Yarra Ranges"
"Melbourne","Experience the best of Melbourne CBD living in this spacious 2-bedroom apartment next to Southern Cross Station. With its amazing location within the free tram zone, balcony views and just a two-minute walk to the station, this apartment offers convenience and easy access to all that the city has to offer.","Melbourne"
"Melbourne","Experience luxurious high-rise living in this modern 49th-floor apartment, offering breath taking city skyline views. Featuring a sleek and stylish kitchen, built-in-wardrobes, and floor-to-ceiling windows, this home is filled with luminance. Residents can indulge in resort-style facilities, including a pool, gym, sauna/steam room and outdoor jacuzzi. Nestled in the heart of Melbourne, this stylish retreat provides unparalleled comfort and convenience, just minutes from top attractions.","Melbourne"
"Melbourne","Groovy corner house with large rooms and spacious living area. Veggie patches out back and table tennis in the shed. You’ll be sharing with my lovely housemates Emily and Tim who are always down for a beverage and a chat over a game of cards.","Moreland"
"Melbourne","Experience ""A Dam Good View"" country retreat for rent in Dixon Creek, Victoria. The perfect farm staycation for anyone looking for peace and quality time to connect with nature. Imagine waking up to amazing sunrises, overlooking spectacular views of rolling green hills, vineyards, and mountains right outside your doorstep.<br /><br />Breathtakingly beautiful, isn't it? So why wait, when you can have this piece of paradise today!","Yarra Ranges"
"Melbourne","A cosy, sun-filled 1BR unit in Melbourne’s best location.  <br />The building sits between the Yarra River and Victoria Harbour. <br />The semi-enclosed balcony overlooks the Collins/Bourke Street junction, Buluk park, Dock Library.<br />Free trams at front door take you to the CBD in 5 minutes. <br />Walk to Marvel Stadium, MCEC, DFO & Casino.","Melbourne"
"Melbourne","Central to the hip and happening shops, bars, cafes, music venues and restaurants of Northcote, Brunswick, Fitzroy and Thornbury and 20 minutes from the CBD. My home across the road from the Merri Creek and Ceres Environmental Park.","Darebin"
"Melbourne","Forget your worries in this spacious and serene space.","Cardinia"
"Melbourne","Kangaroo Manor is a luxurious 40 acre private paradise, offering you a truly unique Australian Experience.  From the moment you drive up the magnificent drive, this architecturally designed, hexagonal glass house takes in the breathtaking views. High ceilings, glass walls, very private, huge amazing pool, we have a river walk on the property and it's close to wineries and all the Yarra Valley has to offer. Only an hour from Melbourne CBD.","Yarra Ranges"
"Melbourne","Spacious light filled apartment just a 5 minute walk to bustling Chapel Street where you'll find endless cafes, restaurants and shops. Fully renovated, featuring a modern kitchen and bathroom with parquetry flooring and timber bench-tops throughout. A quick stroll to tram and train stops - within 15 minutes you'll be in the city. We welcome families and friends from all corners of the globe, and hope you enjoy your stay in this special oasis.","Stonnington"
"Melbourne","This room is 1 of 3 rooms within the Airbnb guest townhouse. Each room contains a private ensuite.  <br /><br />Location:<br />• Walking distance to Monash Medical Centre, Ronald McDonald House, Clayton station & shops. <br />• Chadstone and M-City Shopping Centres are within a short drive.<br />• The CBD is just a 30 min drive.  <br /><br />The location offers the perfect mix for medical professionals, visitors or anyone here for leisure. <br /><br />Easy self check-in with key code & instructions provided before your stay.","Monash"
"Melbourne","Our house is situated in a beautiful residential resort, encircling a tranquil lake sprinkled with beaches and parks - all within walking distance.<br /><br />The house is wonderfully spacious with lots of areas to relax, chill out or get your head down for some work.<br /><br />We are a 40 min drive from the CBD, 2 min walk to the bus stop, and 10 min drive to the train station ensuring you are well connected to wherever you need to be.","Wyndham"
"Melbourne","Discover the comfort and convenience of your own sky-high retreat in the heart of Melbourne’s art and entertainment precinct, less than a 10-minute stroll from Crown Casino and the CBD. Offering a contemporary, free-flowing layout with extensive glazing and spectacular views overlooking the city skyline from the 41st floor, relax in air-conditioned comfort with a movie and end the day with a sunset drink on your private balcony. Make use of a secure parking spot and the shared pool and gym.","Melbourne"
"Melbourne","Location, Location, Location <br /><br />Very central CBD apartment<br /><br />Everything is convenient, Free trams just outside your door<br /><br />3 mins walk to Southern Cross Station & skybus","Melbourne"
"Melbourne","Spacious modern living in the heart of Brunswick, just moments from vibrant Sydney Road (300m) and train (500m)/tram (300m) for easy CBD access (about 5km),  about 17km from Melbourne Airport, this architecturally-designed rooms with built-in robe, modern bathroom and kitchen, private parking. Enjoy a cosmopolitan lifestyle and easy access to everything from this centrally located place.","Moreland"
"Melbourne","The bedroom is on the top floor of a stunning and sunny 3 story townhouse in Abbotsford/North Richmond area. Massive windows, sunny space and incredible view on the city from the private balcony in the bedroom.<br /><br />The +<br />View on the city, sunset, space, plants, cosy and quiet.<br />Outside heater and couch.<br /><br />Walking distance Collingwood/Fitzroy.<br />Close to The Vic, Seoul Soul, The Abbotsford Convent, Dr Morse, Le Bon Ton. Tram 109 or 12 to the CBD. Tram 78 on Chapel Street.<br /><br />Perfect for single or couple.","Yarra"
"Melbourne","Escape the city and simply unwind in our elegant and lovingly restored 1930s period home, set in a stunning, quiet, yet convenient location. Just minutes from the main street of Warburton, Yarra River and Water World, cafes, shopping and Projekt 3488 events centre.  Wake up to majestic mountain ash forest views from one of the generous bedrooms, curl up by the cosy wood fire on winter nights, and relax and soak up the gorgeous, peaceful nature setting anytime, from the spacious front veranda.","Yarra Ranges"
"Melbourne","Full comfort in a clean and spacious home, located in a central, safe and peaceful street. The house is fully furnished with access to 2 bedrooms (study)/1.5 bathrooms with a small yard, outdoor dining and onsite gated parking, and a street parking permit. It's secure with a locked front gate and 250m walking distance to shops, 800m to beach, 250m to trams and 1k to train. This is our own home that we rent out on occasions. A home not a house :)","Port Phillip"
"Melbourne","This renovated two bedroom home is easy walking distance to the central CBD, Albert Park Lake and Botanical Gardens not to mention all the cafes and bars South Melbourne has to offer. This home also has a big outdoor courtyard to soak up the sun!","Port Phillip"
"Melbourne","a cozy warm quiet convenient room divided by pretty curtain, not door,<br />On 20+floor). You share the kitchen and bathroom with another family member. There are two other rooms for myself and another family member🛑 独立房间，厨房卫生间共享<br />- 3 minutes walk to Box Hill Central<br />-free WiFi, gym and swimming pool<br />-easy parking check in and out<br />-wide variety of stores and eateries<br /><br />Hi my friends. I am Lily, an English teacher. warm kind and respectful. Welcome and thanks  for your stay 🌹","Whitehorse"
"Melbourne","You will love this crystal clean two-bedroom self-contained unit in Melbourne Bayside conveniently located in close proximity to Chadstone and Southland shopping centres, Monash Uni and Brighton Beach. This comfortable, spacious, secure and light-filled home is just a few minutes walk to bus stops, cafes, shops and parks. This unit is suitable for short get-away weekends or long stays. Bring the whole family to this great place and have a great time!","Glen Eira"
"Melbourne","Stay in my stylish apartment in a fantastic city centre location.<br /><br />Located in the heart of the beautiful CBD, this large 1 bedroom apartment is in a perfect location to explore everything Melbourne has to offer.","Melbourne"
"Melbourne","The hosts are Chiara e Daniele, a young couple, with two cheeky Shar Peis. The decor is simple and functional with a vintage vibe. The house is located next to Flemington Racecourse and Melbourne Showgrounds, very close to the CBD in a quiet neighborhood, with plenty of parks and riverbank trails.","Melbourne"
"Melbourne","Self Check in<br />Close to shops, 1 minutes walk to railway station.<br />1 double bed separate toilet and bathroom, spacious living area with 1 car parking space.<br />Couch in the living room turned in to double bed, will provide the extra linen when you book for 3 or more people <br />Rear of coin laundry makes all your washing and drying clothes easier.<br />Access via rear lane way.","Greater Dandenong"
"Melbourne","Comfortable and Spacious!<br /><br />This magnificent apartment is your perfect home away from home, situated in the peaceful beachside suburb of Elwood, yet right amongst St Kilda's bustling cultural scene of entertainment, food and nightlife.<br /><br />With street parking, fully equipped kitchen, laundry facilities, heating/cooling, wifi and cable TV, this is the perfect pad to both settle in and explore. <br /><br />Live in absolute comfort while exploring the best of what Melbourne has to offer.<br />Relax, unwind and enjoy!","Port Phillip"
"Melbourne","Tucked into bowl of very quiet yet conveniently located court short walk to Cinemas Restaurant Major Shopping Centre ( Knox City )","Knox"
"Melbourne","This stylish studio apartment comes with reverse-cycle air-conditioning , a work station, queen sized bed and private bathroom with shower.  Situated in a highly convenient Richmond location, it’s close to a Woolworths supermarket, a large choice of eateries, shopping outlets, Epworth Hospital, St Vincents Hospital and Freemason Hospital.  Major Melbourne sporting venues Rod Laver Arena and the MCG are both within walking distance, and the area is well serviced by trains, buses and trams.","Yarra"
"Melbourne","Welcome to your elegant and stylish Melbourne escape! <br />Experience the best of Carlton North in this stylish and spacious 2-level, 2 bedroom apartment, offering a perfect blend of modern comforts and classic charm. <br /><br />Located in one of Melbourne’s most buzzing neighbourhoods, this apartment is ideal for both relaxation and entertaining.","Yarra"
"Melbourne","Newly renovated private studio, perfect for a budget-friendly couple’s getaway. Enjoy your own bathroom, air conditioning, TV, fridge, and access to a spacious backyard. Please note: This is a budget property with shared driveway and proximity to train tracks.","Wyndham"
"Melbourne","Welcome to our two-level bohemian home! Located close to cafes, shops and parks, it's just 5 mins walk from Chapel St, Windsor Station and 2 mins walk to the tram that takes you directly to Melbourne CBD.","Stonnington"
"Melbourne","- Quiet & spacious renovation house, and with more than 50 amenities provided.<br />- Within 3mins walking distance to Monash Uni,  25mins walking to Clayton Station and MCity shopping center, 8mins driving to Chadstone shopping center, 12mins driving to Springvale shopping center, and 2mins walking to bus stop 802,804,862. (Go to “Host Guidebook” for more info: https://abnb.me/y4gFy5Pm4sb)<br />- Garden view, comfortable single-bed accommodation.","Monash"
"Melbourne","It’s a big and sunny private room. <br />There is tram 86 (stop 49) to the city (half min walk to the stop), 527/903 bus and Preston Station (25min from city). <br />It’s also close to Aldi, Woolworth, Preston Market and Melbourne Polytechnic.<br />The house is near Preston fresh food market(6min walk).The Aldi and Woolworth supermarket is also close by. There are lots of restaurant around the area by walking towards plenty road or high street.<br />*there might be other Airbnb guests as well<br />*check in time: 6-10pm","Darebin"
"Melbourne","Large 2 bedroom, 2 bathroom fully self-contained luxury waterfront apartment right in the heart of Docklands, with City and Water Marina views! <br /><br />We are situated in the exclusive NewQuay precinct, offering resort style living, making it perfect for that special escape to do it all, or nothing.<br /><br />Large 55-inch Smart TV<br /><br />Unlimited FTTP internet WiFi (speed up to 90mbps)","Melbourne"
"Melbourne","Discover urban living at its finest in this fully furnished one bedroom apartment within the iconic 'Lighthouse' skyscraper. Enjoy premium amenities, including a swimming pool and gym, while being steps away from Melbourne's best restaurants, bars, shops, fresh produce markets, and entertainment venues. Located in the free tram zone, the apartment is within walking distance of Queen Victoria Market, Melbourne Central, RMIT, and Chinatown. Everything you need is just moments away","Melbourne"
"Melbourne","There are 2 bedrooms with shared toilet. We are looking for a woman or man who is friendly, respectful, clean, and a non-smoker to join this lovely, shared house.<br />2 Bedroom which has a study table, queen bed or  single bed available. It's furnished and comes with spacious wardrobe. facilities available TV, heating & cooling, towels, sheets, Wi-Fi, individual, short or long stay, close to transport and on street parking.<br />You can use the common kitchen for cooking plus our fridge, dining table.","Casey"
"Melbourne","This modern 2-bedroom apartment in Southbank offers comfort and convenience.<br /><br />Located at 58 Clarke St, it features a nice view to the city, fully equipped kitchen, and bathroom. With 1 car park included, you can easily explore Melbourne’s top attractions, including Crown Casino and the Yarra River. <br /><br />Public transport just 1 minute away.<br /><br />Enjoy the vibrant local dining scene, or relax in the bright, cozy space. <br /><br />Perfect for business or leisure, this apartment is your ideal Melbourne getaway.","Melbourne"
"Melbourne","Your family will be close to everything when you stay at this centrally-located place. Across the road you will find some of the best selections of wines and boutique beers. Also 50m from the house you find 2 great cafes with tasty breakfast and great coffee.","Moonee Valley"
"Melbourne","The owner has an interior design background and is a professional and talented cook.<br /><br />The garden is peaceful and filled with birds, the owners live nearby, but the cottage is all yours to enjoy.","Yarra Ranges"
"Melbourne","Located on the 36th floor of the prestigious Palladium tower, you'll enjoy the ultimate inner-city lifestyle with only a short distance to Crown Entertainment Complex, Southbank Promenade restaurants and bars, South Melbourne Market, Clarendon Street shopping precinct, South Whaft DFO, Arts Centre, Federation Square and access to public transport (train lines, buses and trams).","Melbourne"
"Melbourne","Melbourne Studio Apartments Hotel @ 138 Elgin st, Carlton features free WIFI, air-conditioning, 1 queen bed, private bathroom, own kitchenette, fridge, microwave & TV.<br /><br />High needs or fussy customers do not book<br /><br />$20 laundry services available and $20 daily parking at nearby Lygon Court.<br /><br />$50 bond needed to check in. $10 per hour late check in fee after 10pm.<br /><br />No pets no smoking policy<br /><br />Walk to Melbourne University, Lygon st and Carlton garden.<br /><br />Staffs speak English & Chinese","Melbourne"
"Melbourne","Self contained stylish 1bedroom apartment (perfect for one person or a couple) with a good size balcony overlooking bamboo garden(you almost feel like you in Bali:))","Melbourne"
"Melbourne","Amazing romantic camping, just in time for Easter!<br /><br />What started as a fun project with the little ones has turned into a special little hideaway in the heart of the Yarra Valley that we would love to share for this Easter break.<br /><br />Your camp will have a queen bed, bbq and camping stove, hot shower and brand new camping toilet in safari style outdoor tent, a 1200w fully charged portable power station to charge your devices, and a 12v electric blanket to keep you cosy and snug at night.","Yarra Ranges"
"Melbourne","Upon Staying at The Prestigious Green Suite!<br />- Front row seats to Formula 1 Track from Accomodation.<br />- Queen Suite|Hotel mattress & linen |1 queen sofa bed (optional).<br />- Kitchen SMEG Appliances and Nespresso Machine.<br />- Designer Interior: Contemporary Country Road finishes. <br />- Lux Bathroom: Sheridan Towels|Alive & Glow Lab Soaps. <br />- Balcony with City & Albert Park Panorama.<br />- Smart TV, High-Speed WiFi, Laundry.<br />- Tablet Directory to Local Recommendations.<br />- Free Dedicated Underground Parking.","Port Phillip"
"Melbourne","Only available this Christmas and New Years!!! Going cheap, treat yourself and your family on a special escape to Melbourne CBD and be close to everything when you stay at this centrally located apartment.","Melbourne"
"Melbourne","Gaze through the floor-to-ceiling windows of the enclosed balcony or any of the bedrooms to enjoy incredible views from this modern apartment. It comes complete with many designer touches, while there's also a shared pool plus a roof top winter garden and cocktail bar!<br /><br />It's a short walk to the Melbourne Exhibition Centre, the Aquarium, and the Crown Casino Complex. Plus it's close to the Southbank precinct, which has a top range of eateries, bars, cinemas, shops, and a bowling alley.","Melbourne"
"Melbourne","Situated in Southbank, this is a perfect private room for one or for a couple. Less than 10 minutes by tram or 20 minutes walking from the City.<br /><br />There is a tram stop just in front with several lines to get you to the CBD or to the Beach The Botanical Garden is 5 minutes away.<br /><br />Inside the building, you will enjoy the indoor and warm pool, the sauna, a small gym and BBQ area.<br />The flat is really big with a kitchen fully equipped, and a balcony with a beautiful view of Melbourne!","Port Phillip"
"Melbourne","This lovely brand new 1 bedroom apartment is situated between St Kilda and Melbourne CBD.<br /><br />With convenient access to St Kilda Road business precinct, Albert Park Lake, Chapel Street Shopping Mall and Prahran Railway Station, all within walking distance!<br /><br />Enjoy convenient tram stops right on your door step, taking you to Southbank precinct, Melbourne CBD, Federation Square, Crown Entertainment Complex and more.","Melbourne"
"Melbourne","Peaceful, relaxing, Front room, seperate from the main house. Easy entry from from front door into the home. Comfortable main bedroom with ensuite, couch, reading lamp. <br />Health Treatments available during your stay.","Moonee Valley"
"Melbourne","This apartment is perfectly situated in the heart of Melbourne, offering convenient access to everything the city has to offer. While the space is compact, it’s thoughtfully designed to provide all the essentials for both short and extended stays.<br /><br />One of the highlights is the rooftop, where you can enjoy stunning views of the Yarra River—an ideal spot to unwind or catch the city’s vibrant atmosphere.","Melbourne"
"Melbourne","Creative, bright and sunny room in a large Warehouse apartment in the heart of Melbourne's coolest area. Surrounded by hippest and greatest restaurant's & cafe's and walking distance to the CBD with transport a couple of minutes from your door.","Yarra"
"Melbourne","Relax with the whole family at this peaceful place to stay.","Melbourne"
"Melbourne","Treat yourself to a stay at this beautiful apartment and enjoy the amazing views of the city . Rest in a comfortable bed, and take your time and relax in our swimming pool, sauna or gym.All this in the CBD,heart of Melbourne","Melbourne"
"Melbourne","""Luxury, Location & Fabulous Views!<br /> * Fabulous luxury apartment * Faces North * <br />*2 beautiful bedrooms * 1 main bathroom * 1 en-suite  * 1 secure car space * fully equipped kitchen<br /> * Level 23 views as far as the eye can see <br />* The tram at your front door * 500m to the train station, cafes, restaurants, and the Boxhill shopping center.","Whitehorse"
"Melbourne","tram 86 to CBD, 7 mins walk to shopping centre","Banyule"
"Melbourne","Beautiful room with own en-suite available in spotswood. This is a four bedroom house occupied by one other person. You will have full access to the kitchen, garden, street parking, washing machine and wifi. Your bedroom consists of your own private bathroom with a tv in your room. Our house is located within 10 minutes from the local shops and a 15 minutes’ walk to the local train station, which takes you straight into the city. We have two lovely cats so please keep that in mind.","Hobsons Bay"
"Melbourne","Nestled in a prime location, our spacious home offers the perfect blend of comfort and nature. Just a short drive away, you'll find yourself surrounded by the lush greenery of nearby wildlife parks and enchanting forests, ideal for leisurely walks and invigorating hikes. Explore the beauty of the local parks, where you can encounter diverse wildlife and enjoy scenic trails. Enjoy the convenience of nearby shops and restaurants, while still feeling close to nature.","Monash"
"Melbourne","Enjoy a stylish experience at this centrally-located place.<br /><br />Location: Opposite Coles Southern Cross, 3' walk from Skybus (from and to Melbourne Airport)<br /><br />Public transport: free tram 86, 30, 35, 96 around the corner. <br /><br />Ritz Calton Hotel is on top and my apartment is lower level.<br /><br />Direction: South East, sunny and windy.<br /><br />The apartment has me and one more person, we are very quite and mostly going out or stay in our room.<br /><br />Gym, pool etc at level 6.<br /><br />We prefer to host male guest only.","Melbourne"
"Melbourne","Train stations, shopping malls, and bus stops are right next to the apartment.Chinese foreign supermarkets are all available.It's very easy to get around","Whitehorse"
"Melbourne","Our over 60sqm one bedroom apartment is not those 1 bedroom apartment you would find in Melbourne CBD. Our apartment is perfect for you if you love plenty of space and want to be in a central location.   Located within free tram zone. 1 min walk to Emporium Shopping Centre, 3 min walk to Melbourne Central Train Station, guests can easily take tram for free to explore the city or have a short walk to famous tourist attractions such as Queen Victoria Market, Chinatown and Yarra River.   <br /><br />With fast WIFI & Netflix, you can choose to stay in & watch a movie & enjoy our welcome bottle of wine. Our Netflix has been set up separately for both Adults and Kids.   There is everything you need available from a fully stocked kitchen to guest amenities & linen & towels & amazing city view.","Melbourne"
