"city","description","neighbourhood_cleansed"
"NYC","The  Torre de Lago Room features and amenities:<br /><br />*Complimentary Superfast Wireless Internet access<br />*Free body wash and shampoo<br />*Hair dryer<br />*Iron and Ironing board<br />*The room is non-smoking with soundproofing for increased comfort <br />*Spacious townhome on quiet tree lined street<br />*Legal NYC accommodations<br />*Only 1.5 blocks from subway<br />*Convenient to the beaches at Coney Island and Brighton Beach<br />*The best value you will find in Brooklyn","Gravesend"
"NYC","Make some memories at this unique and family-friendly place.","Jamaica"
"NYC","Newly renovated private room with shared facilities in the heart of Chelsea. Welcome to new luxurious Lamartine Chelsea located in one of the most vibrant neighborhoods of Manhattan - in a newly renovated townhouse, minutes from FIT, subway (1,2,3,A,C,E trains) and some of the best bars and restaurants.","Chelsea"
"NYC","Welcome to your ultimate creative sanctuary, a kick-ass room designed to keep you focused and inspired. Set in a spacious, stylish, and luxurious Queens home flooded with natural light, it offers a peaceful space to recharge. Multiple dining areas inside & out invite connection amid a rustic chic backyard. Centrally located near vibrant art, food, and culture, with an easy 18-minute commute to Manhattan, it’s the perfect launchpad to turn your goals into reality, where vision meets execution.","Jackson Heights"
"NYC","Private Room for Girls Only, No Guys In This House<br /><br />Safe, convenient, great neighborhood<br />Private Queens view park and recreation court<br />1 bathroom shared among other roommates <br />10 minutes walking to train (N & Q)<br />15 to 20 minutes to Manhattan<br />10 minute","Long Island City"
"NYC","This spacious and very clean one bedroom apartment is conveniently located on the Upper East Side. It is just walking distance from a variety of restaurants, nightlife, Central Park, Bloomingdales, 5th Avenue Shops!","Upper East Side"
"NYC","Bring the whole family to this great place with lots of room for fun.<br />Unique duplex features, on 1st floor a beautiful living room with wi-fi and cable television. Modern kitchen with stove, cooking equipment, microwave and coffee maker. Upstairs lies the bedrooms and bathroom. Rooms equipped with Air conditioners.","Edenwald"
"NYC","Feel at home wherever you choose to live with Blueground. You’ll love this pretty Theater District furnished one bedroom apartment with its modern decor, fully equipped kitchen, and roomy living room with great balcony views. Ideally located, you’re close to all the best that New York has to offer! (ID #NYC1413)","Theater District"
"NYC","Large roomy room in a first floor walk up apt in the hippest neighborhood in NYC! Located on a quintessential Brooklyn block with eclectic bars/music venues, good eats, art galleries, thrift stores up and down the block, balanced out with the homeyness of a community garden on the corner and rows multigenerational family homes that allow the area to still feel like an actual living neighborhood.<br /><br />Room includes 40 in 4K smart tv with access to Netflix Hulu etc","Bushwick"
"NYC","In a prime location in the Flatiron District district of New York, property is located 300 metres from Flatiron Building, 1.3 km from Penn Station and less than 1 km from Empire State Building.<br />All units in the hotel are equipped with a flat-screen TV. At property  every room has bed linen and towels.<br />Speaking English and Spanish at the reception, staff are always on hand to help.<br />Popular points of interest near the accommodation include The High Line, Madison Square Garden.","Flatiron District"
"NYC","We are the community-oriented Coliving Sharedeasy company that offers the easiest way to rent your room or bed, with the possibility to move in even within a few hours after booking. We provide a place where like-minded people rent private or shared rooms and share common living spaces in houses and apartment buildings.","Bedford-Stuyvesant"
"NYC","Home is located in Richmond hill NY 10 min driving to JFK airport, really quiet area , 30 min driving to NYC.","Richmond Hill"
"NYC","Very convenient place, 2 minutes walk to No.1 Train, 15 minutes to Times Square. There are a lot of good restaurants and markets around the apartment. Good sunlight. It's an apartment with five rooms and I have four roommates. They are all students. Most of them are working during the daytime and just come back in the evening. They are also very quiet and helpful.","Upper West Side"
"NYC","Discover the best of New York, with this two bedroom apartment in Clinton Hill with high floor views over the city. It’ll be easy to simply show up and start living in this  furnished apartment with its fully equipped kitchen,  living room, and our dedicated, on-the-ground support. (ID #NYC1024)","Clinton Hill"
"NYC","Show up and start living from day one in New York with this sophisticated two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Cobble Hill home. (ID #NYC728)","Cobble Hill"
"NYC","Experience comfort, privacy, clean, spacious, and peaceful place. Located on the second floor of a private home in a quiet, welcoming residential neighborhood, this bright room is filled with beautiful natural light, offering the perfect space to relax and unwind.<br /><br />Enjoy entertainment your way with a Smart TV featuring Netflix, YouTube, and Hulu-with your personal login.<br /><br />*Bonus Your reservation includes complimentary movie tickets, perfect for a fun night out during your stay.","Canarsie"
"NYC","My room is cozy with a temprepetice, queen size mattress, a desk, chair wall-to-wall gray carpet, white blinds and a huge mirror that I love greatly. <br /><br />Some of the perks I offer when requested are, early check-in time (7 AM), late check-out 10PM, and I can extend the stay. I offer coffee when I wake up and to the best of my abilities I can give suggestive tips on where to go for food and the best rout for sight seeing.","Borough Park"
"NYC","There is one bedroom for rent in this two bedroom house,  plus access to shared spaces. The guest will be sharing the living room, dinning room, a kitchen and bathroom with the host. The host will occupy bedroom #2 and the guests bedroom is bedroom #1. Guests will be close to everything when you stay at this centrally located place.","Mariners Harbor"
"NYC","This special place is close to everything, making it easy to plan your visit in New York. 2-bedroom and 1-living room will make your stay comfortable. Only a few minutes walk from the apartment will let you enjoy the New York lifestyle and explore the City.","East Village"
"NYC","Relax with the whole family at this peaceful place to stay. Entire Junior one bedroom apartment with Sofa bed and all kitchen necessities available. In a luxurious quiet and private setting.","City Island"
"NYC","Welcome to Hemlock, a Rove Travel Home!<br /><br />Rove offers beautifully designed residences with the quality and care of a 5-star hotel.","Upper East Side"
"NYC","Clean, modern 1-bedroom apartment in the heart of Williamsburg, furnished and equipped with everything you’d need such as a dishwasher, washer/dryer, standing desk, lots of closet space, elevator, gym, and a communal rooftop with views of Manhattan. <br /><br />5-10min walk to the L train (Bedford or Lorimer stops) which takes you to Manhattan, 12-15min to the North Brooklyn Ferry stop and 3-min walk to the beautiful McCarren Park. <br /><br />I live nearby and will be available for anything you may need.","Williamsburg"
"NYC","Experience the charm of historic Fort Greene in our beautifully renovated and designed home. This historic Brownstone features two cozy queen bedrooms, two spa like bathrooms w soaking tubs and showers, two home office/flex rooms, open concept lofted living, dining and kitchen area w a large outdoor deck.  This vibrant landmarked neighborhood boasts stunning architecture, great restaurants/coffee shops, making it a prime spot for your NYC stay. Perfect for design lovers and city explorers alike.","Fort Greene"
"NYC","Cute private room in a lovely 2 bedrooms apartment only  a block and a half away from the N/W lines in Astoria.The neighborhood is very convenient and safe with at least 3 delis 24/7!","Astoria"
"NYC","*** NEW - Gorgeous two-bedroom apartment just steps from Times Square. Less than a five minute walk from most subway lines and complete with its own private garden, this beautifully-decorated apartment offers a surprisingly quiet retreat in the heart of midtown Manhattan.","Hell's Kitchen"
"NYC","Stroll through iconic Central Park, moments away. Delight in world-class museums, boutiques galore, and Manhattan landmarks—all within walking distance or a quick cab ride. Experience the best of the city while staying in the heart of both Midtown and the refined Upper East Side.","Upper East Side"
"NYC","Located on Hell’s Kitchen/Midtown West: 626 10th Avenue is a well maintained mid-rise six-story residential building in Midtown West. The building located in one of the most convenient neighborhoods in all of Manhattan. Great location for off-Broadway shows and international eateries. Time’s Square, Columbus Circle, Central Park, the Theater District and Restaurant Row are all within a short walk.","Hell's Kitchen"
"NYC","Welcome to Freeman 201, a Rove Travel Home!<br /><br />Rove offers beautifully designed residences with the quality and care of a 5-star hotel.","Lower East Side"
"NYC","South & West exposure. TimAarone AWARNERNCtr, CntralnPark, Lincoln Center, Carnagie Hall Broadway.","Midtown"
"NYC","No self check in Someone will be at the resident from 8am till midnight to check in guests. After midnight check in is suspended until 8am the next morning ring doorbell upon arrival. This listing price is for 1 person only, no children . For unauthorized guest/visitors or pets a daily fee of $200 this fee applies once the person enters the premises whether they stay or not. $35 fee will apply for earlier check in and late check out. Unauthorized guest will result in cancellation no refund.","Bayswater"
"NYC","Nice Stylish and Airy One Bedroom Apartment.<br />You get the private bedroom. Provided in the room is a hot water heater and French press style coffee maker. There is a selection of tea and coffee provided, also instant coffee and non-dairy creamer. There is a large Brita filtered water dispenser. Air conditioner in window. Cotton sheets and wool blankets, also towels, shampoo/conditioner, and a hair dryer. <br />Wifi access, Laundry in basement.  First floor of elevator building.","Harlem"
"NYC","A true Brownstone on a classic tree lined street. The apartment has a large private garden, washer dryer, dishwasher, 2 bedrooms and 3 full bathrooms, as well as a work station. I love providing tips and recommendations for local NYC activities (welcome guide available!) and am always interested in hearing about my guests travels.","Bedford-Stuyvesant"
"NYC","Very gorgeous part of Brooklyn, Super convenient because your a 10 second walking distance from the J train, Everyone in the apt complex is super welcoming and treats each other like family!","Williamsburg"
"NYC","A spacious bedroom in a clean 2 bedroom apartment in West Harlem on 147th Street. Great location for those visiting the city or on business. Shared bath, full kitchen, wi-fi. Safe, quiet neighborhood. A real haven!","Harlem"
"NYC","You'll have a great time at this comfortable place to stay.","Midtown"
"NYC","This stylish place to stay is perfect for 2 couples or family in chic apartment building.","Midtown"
"NYC","This listing not the whole house. 2 people max ( non charge for children under 12 yrs old ) One family house. Guests will get the entire second story of a house, two private bedrooms on the second floor with a full non-attached private bathroom. Host lives in the same house. <br /><br />Guests have access to common areas of the house including livingroom and kitchen that would share with host.<br /><br />IF YOU SHOW UP WITH MORE THAN TWO GUESTS RESERVATION WILL BE CANCELLED AND ***NO REFUND*** PROVIDED  **NO EXCEPT","Jamaica"
"NYC","This unique place has a style all its own. Modern artwork and interior design meet in this spacious, dynamic duplex apartment with super-high ceilings, lots of light and the type of space that’s hard to find. <br /><br />The apartment is located in Bed-Stuy, Brooklyn, just 1 block from the subway. You’ll be in Manhattan in less than 20 minutes and all the trendy areas of Brooklyn are a short train ride away. <br /><br />The apartment has 2 bedrooms, 2 full bathrooms and a massive, open plan living/dining room.","Bedford-Stuyvesant"
"NYC","A place for artists and travelers.<br />Our Art Lodge is the best of both worlds, a beautiful three bedroom three-bath residence  deep in the heart of Industrial Maspeth yet 12 minutes from The Jefferson L train and the famous Bushwick Murals and warehouse lofts. We are directly across from the Q 59 bus stop if you prefer bus to train. Perfect for urban hikers and bikers who could skirt the industrial water way straight to the Williamsburg Bridge and Manhattan.","Maspeth"
"NYC","Welcome to Furnished Habitat NYC property rentals. Start your living experience at this charming UES 2 Bedroom, 1 Bathroom furnished apartment. This centrally located home is fully equipped with all the basics and necessities for your convenience.","Upper East Side"
"NYC","Stylish, spacious apt in the heart of downtown Manhattan. Lower East Side, NYC's hippest area, steps from SoHo and East Village.<br /><br />Enjoy this thoughtfully decorated 500sqft/60m2 chic sanctuary with plenty windows and cozy seating to relax in after a busy day. Shades for peaceful sleep and closet space to unpack. Cook in the full-amenity kitchen. Freshen up in the modern bathroom. Work at the well-lit desk. Fast wifi, washer/dryer, and everything you need for a comfortable stay.","Lower East Side"
"NYC","There’s nothing like staying right in the heart of NYC. Benefit from our prime location and discover the endless attractions of the Big Apple, including the nearby Theater District, Museum of Modern Art, Central Park, and Radio City Music Hall. Conveniently located steps from major subway lines, our hotel in New York's Times Square instantly connects travelers to all parts of Manhattan, from the Upper East Side to the West Village.","Midtown"
"NYC","Relax in out Timeless European Designed Rooms made for the modern-day traveler seeking comfort and style.<br /><br />Located in the hub of bustling downtown Manhattan in the Financial District/Seaport, our rooms feature breath taken Water and City Views!<br /><br />All rooms feature a large 55"" TV and a mini fridge.<br /><br />We are easily accessible and walking distance to all the city has to offer, including Wall Street, East River, Brooklyn Bridge, 9/11 Memorial and World Trade Center.","Financial District"
"NYC","there is an additional bedroom and private bath for rent for additional $200.00 Quiet area close to all  In ground pool..large game room pool table ,ping pong Large kitchen ,","West Brighton"
"NYC","Spacious and brightly lit one bedroom that can accommodate 4 people only. The bedroom has a queen bed and the living room has a queen sofa bed. Close to Empire State and few blocks from Grand Central. Close to several restaurants and bars.","Kips Bay"
"NYC","The home is newly renovated, very spacious, and a short walk to public transportation. The J/Z train line gets you to many places of interest in NYC, like Wall Street, Brooklyn Bridge, Chinatown, the Lower East Side, and Williamsburg. It is also an easy connection to Central Park, Greenwich Village, Times Square and the rest of Manhattan. Bushwick is a great neighborhood in Brooklyn with lots of restaurants, cafes and bars.","Bushwick"
"NYC","Hi! This factory artist loft is super sunny and cozy. Your bedroom features a queen bed that comfortably fits two and a snug work desk. Feel free to use my portable projector to watch movies on the rooftop or picnic with the sunset city view. Only a 5 minute walk to the L train. Easy commute to Union Square. Also a walking distance away is the J train for Williamsburg Bridge views.<br /><br />*** This is a fourth floor walk-up. Please be aware this is a stair-only building. ***","Bushwick"
"NYC","Welcome to our charming Brooklyn townhome nestled in the heart of Bed-Stuy 🏡✨ Whether you're seeking a NYC getaway or in town for work, our home provides the perfect blend of comfort and modern elegance.<br /><br />Enjoy modern finishes and a vibrant neighborhood full of culture, dining, and convenience. Perfect for students, professionals, or creatives looking for comfort and community living in NYC’s iconic borough.","Bedford-Stuyvesant"
"NYC","Show up and start living from day one in New York with this roomy one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Hell's Kitchen home with stunning high floor views over the city. (ID #NYC468)","Hell's Kitchen"
"NYC","Of all the hotels in Manhattan, our Premier rooms offer some of the best views of Midtown New York. Designated on our higher floors.<br /><br />About your Reservation<br />Room charge and taxes (NY Sales Tax: 8.875%, NY City Tax: 5.875%, Occupancy Tax: $2.00,Javits Fee: $1.50) has been taken upon time of booking as a deposit.  The nightly facility fee ($43.61 ) per night will be charged upon arrival.<br /><br />Guests must be at least 21 yrs of age to check in. Gov. -issued photo ID is required.","Midtown"
"NYC","Quiet, secure apartment has an open floor plan, 72 in windows, original hardwood floors & stainless steel appliances. 20 min from NYC.  Within walking distance of 9 subway lines the LIRR & a smorgasbord of restaraunts, Brooklyn Botanical Gardens, Prospect Park, Brooklyn Museum, The Barclay Center & so much more.  Whether you want  a quiet place to relax or prefer to explore your options will never run dry.","Crown Heights"
"NYC","A first floor apartment in a recently renovated townhouse.  You’ll have a sun-filled suite with a cozy living room and kitchen. A queen-sized bed looks out on an outdoor patio. You’ll be in Williamsburg, walking distance from Brooklyn Steel, Bedford Avenue and McCarren Park, and minutes from Manhattan by train. Per NYC law, we live on the premises, but your privacy is guaranteed. Message us with questions and read our reviews!<br /><br />Approved by NYC for short-term rentals: OSE-STRREG-0000605","Williamsburg"
"NYC","Our funky lil apartment is a peaceful getaway  only 3.5 blocks from the Myrtle-Broadway JMZ, which means you can get into Manhattan in as little as 15 minutes! Bedroom has one full sized bed, desk and a dresser. There is access to the kitchen, patio, and laundry as well!","Bedford-Stuyvesant"
"NYC","Furnished one bedroom with private bath and  fully equipped kitchen in Midtown. 3 blocks from Grand Central Station. Sleeps up to 4.  All utilities, cable, wifi, local calls, complimentary weekly linen service, toiletries, in-room coffee and tea supplies and the use of our gym and business center included in price.Complimentary housekeeping service is provided. 24 Hour Reception and Concierge Desk. Doorman.Laundry room.Supermarket across street.","Murray Hill"
"NYC","Beautiful two bedroom apt located in Manhattan , Lower east side,  is a thriving hub of artistic expression, home to avant-garde theaters, contemporary art galleries, and experimental performance spaces.<br />Two sunny bedrooms , fully equipped kitchen with stainless steel appliances  for cooking and comfortable full beds on each bedroom. Closet space,  cozy living room ,  has smart tv, high speed internet.  This is one of the best locations you can stay in NYC.. Super safe area  and subway its 3 min","Lower East Side"
"NYC","Renting out a bedroom with bathroom and access ro wonderful shared spaces – The apartment features a large kitchen-living room, a functional bedroom with Queen sized futon, Apple TV and a new bathroom with shower and bathtub. Stairs lead up to the second floor which features a mini kitchen with wine cooler and fridge+freezer, a large outdoor rooftop terrace, with sun from morning to beautiful sunset. Our bedroom is upstairs. That and the office is not part of the shared areas.","Bedford-Stuyvesant"
"NYC","Welcome to your bright and modern retreat, a spacious 2-bedroom apartment perfect for long-term stays. Combining contemporary design with practical amenities, this apartment offers a cozy and convenient living space in the heart of the Bronx.","Van Nest"
"NYC","EVERYTHING IS INCLUDED<br /><br />SEE THE REST OF THE AMENITIES IN THE LISTING<br /><br />NEIGHBORHOOD<br />24/7 grocery stores, supermarkets, restaurants<br /><br />BUILDING<br />A-B-C-D trains stop is right next to my building.<br />Police Station is next door <br />12 mins to Times Square<br />Elevator  <br /><br />APARTMENT<br />2 Full Baths<br />Full kitchen<br />Free Washer&Dryer<br />1Gb WiFi FIOS Internet<br /><br />ROOM<br />Walk-in-Closet<br />8 large Shelves<br />Private Fridge<br />Ceiling Fan<br />Blackout Blinds<br />Twin Memory Foam Mattress & Pillows<br />32” Tv & Amazon Fire TV<br />Desk & Swivel chair<br />AC","Harlem"
"NYC","Our spacious one-bedroom unit that offers ample space for relaxation and comfort features a king-size bed with en-suite and a half-bath. The kitchen boasts a generous counter space ideal for meal preparation. The living area includes a queen-size sofa bed, making it a great option for extra guests. Enjoy movie nights on the 55” Smart TV, complimentary Wi-Fi, and take advantage of the in-unit washer/dryer.","Financial District"
"NYC","1,000 sq ft pre-war LARGE 1 bedroom apartment with a spacious living room, and both have queens beds. Our place sleeps 4  (Plus a sleeping bag for 5). 1 block from local (M, R) and express (E,F) trains to Manhattan in approx 30 min. This is to the first stop in Manhattan is 59th and Lexington AKA midtown Manhattan! Connections to N,W,R and 4,5,6 trains there.","Forest Hills"
"NYC","Quiet and cozy furnished bedroom in 3 bedroom apartment in the heart of Brooklyn! Convenient location to two major subways as well as tons of restaurants, bars, coffee shops, grocery store etc in the immediate neighborhood. 25 minutes to downtown Manhattan!","Bedford-Stuyvesant"
"NYC","Very warm and cozy apartment in the heart of Nolita / SoHo.  It is a true one bedroom apartment with a queen bed, but the living room has a queen size pull out couch as well.<br /><br />We used to AirBnB our apartment under my girlfriend's account and we had 6 reservations and only 5 stars each time.<br /><br />The apartment has a couch, 50 inch tv, internet, cable, washer, dryer, kitchen, heat, a/c, desk space, and everything else you need.","NoHo"
"NYC","Super convenient private room in the heart of the East village. Located right on the corner of 2nd ave and 11th St, it's close to many subways including the L, 4/5/6, N/Q/R and F lines. The room is large (about 160 square feet) with great light and a spacious queen size bed. The building is on a quiet street in a bustling area full of great restaurants, bars and entertainment.","East Village"
"NYC","This Single Chelsea studio is located on the 4th floor of a walk up apartment building. <br /><br />The apartment bunk style bed where a twin bed is located, and has a sofa, dining table, kitchenette, shared bathroom, and closet. <br /><br />This listing includes utilities, WiFi, heat, hot water, gas, and electricity. <br /><br />The building is safe and clean and has access to laundry. There is no elevator. Location is 2 short blocks from Penn Station and 2 blocks from Hudson Yards.","Chelsea"
"NYC","Super bright and tall (20ft ceilings) private bedroom in a 2 bedroom artist loft. Located in the heart of the mural district of Bushwick, Brooklyn.  Wi-fi, kitchen, and communal studio space. 30 second walk to the Dekalb stop on the L train.","Bushwick"
"NYC","My home is a well appointed apartment, designed with pieces that I’ve collected from around the world. I like to open up my space to  respectful guests when I travel. <br /><br />This apartment is on 86th Street and in an amazing neighborhood, just one block from Central Park and a close to both the 1,2,3 and C trains. There are great coffee shops and restaurants nearby, and you are a short train ride down to the West Village. The peace and serenity of being near the park cannot be beat!","Upper West Side"
"NYC","I have a spacious newly renovated BIG room available every weekend on Lafayette & from May 6-11!  Half a block from the G train, Queen size bed and very comfortable.  Shared living room space with TV, kitchen for use, and bathroom.","Bedford-Stuyvesant"
"NYC","Absolutely beautiful, spacious apartment.  One bedroom, ideal for couple looking a fabulous place.  2 blocks from Metro-North that gets you into 42 St, Grant Central Station in 19 minutes. Hair salon, wholesale beverage center, supermarket, restaurants, barber shops etc all within walking distance. Quiet, clean, non-smoking building. Awesome find!","Kingsbridge"
"NYC","My studio is located at tranquil and quite Upper West Side of Manhattan; 3 min away from 96th St subway station; it's has spacious 495 square feet of footage and isolated kitchen and bathroom and a balcony!","Upper West Side"
"NYC","Bedroom and living room accommodate 3 people in each, offering extra sofas and great sunlight on a tree-lined street. Spotless kitchen with standard amenities, always stocked with ice, coffee, and tea service. High speed Wifi, and dining table for 4 that doubles as a desk with good natural light.<br /><br />More detail on sleeping arrangements: each room is secured with locks--one large BR w/ closet, and one larger living room with new, deluxe Queen fold-out. Plenty of hall closet space.","Greenwich Village"
"NYC","I fully renovated our brick townhouse on a tree-lined block in the heart of Park Slope.  The sunny & spacious duplex has a terrace, huge kitchen, full bath w/ clawfoot tub, dining & living areas on one level plus 3 bedrooms, a full bath w/ shower and W/D upstairs.  We are 2 blocks to Brooklyn's largest park as well as the subway, & steps to the best restaurants, shopping & grocery stores. <br /><br />Our home is great for families, park lovers & anyone looking to stay in one of NYC's best neighborhoods.","South Slope"
"NYC","Quiet, sunny and clean 1 bedroom apartment located in  Greenpoint, Brooklyn. 3 block from the McGolrick Park. Easy access to subways and buses.","Greenpoint"
"NYC","Charming and sunny 2 BR a block from the Brooklyn Heights Promenade and in the vibrant center of Brooklyn Heights.   5th floor walk-up in a historic building. Tasteful, stylish and fully equipped.<br /><br />Steps from the Borough Hall subway hub with 2, 3, 4, 5 and R trains.  Close to the Dumbo Ferry stop and multiple CitiBike docks.  Great base to explore Brooklyn and all of NYC.<br /><br />Cleaning for long stays: my cleaning person will come in every 2 weeks to clean the apartment and change the sheets.","Brooklyn Heights"
"NYC","One fully furnished bedroom in a 2BR apt. <br />Spacious living areas, quiet, sunny, with big balcony. <br />Washer/dryer in basement. Dishwasher in unit. Elevator. Near 2,3/4,5,6 subway lines, MetroNorth, and express bus to LaGuardia airport (LGA).<br /><br />Located in vibrant Harlem near Whole Foods, Starbucks, Bed Bath & Beyond, Duane Reade, great eateries like Red Rooster, Barawine, Lolita's, Harlem Coffee Co., Il Cafe Latte and many more. Apollo Theater and shopping along 125th St all nearby.","East Harlem"
"NYC","Located right in the center of Greenwich Village, one of the most desirable neighborhoods in NYC, the apartment is walking distance to great local restaurants and bars.  The apartment is bright, spacious and airy.  Receiving abundant sunlight through a quiet park out back, with views of the World Trade Center, the apartment has a modern chef's kitchen that opens up into the living room.","Greenwich Village"
"NYC","This 2 Bedroom / 1 Bathroom apartment is in a boutique elevator building on the Upper West Side. The apartment was recently furnished and has a large private terrace.<br /><br />The bedrooms each have large sunlit windows, ceiling fans and their own closets. The large kitchen has stainless steel appliances with plenty of room to cook. <br /><br />The apartment also has high ceilings, hardwood floors, Smart TV, Wi-Fi and built-in air conditioners in each room. Laundry in the building. Trader Joe's 1 block away!","Upper West Side"
"NYC","Located on Hell’s Kitchen: This elevator building has an on-site management and furnished roof deck. The building located in one of the most convenient neighborhoods in all of Manhattan. Midtown West/Hell’s Kitchen is a quiet residential neighborhood but is close to everything Manhattan has to offer. Time’s Square, Columbus Circle, Central Park and the Theater District are all within a short walk.","Hell's Kitchen"
"NYC","Nice sized room in 3 BR apt. with bed, TV, dresser, closet, shelves, desk, and window. Conveniently located with a grocery store and bodega across the street, cafe/restaurants nearby, and in between both J/Z and A/C/E trains. Option to cook with fully equipped kitchen and fridge. $2 in quarters washer/dryer in basement and access to roof of building!","Bedford-Stuyvesant"
"NYC","Welcome to The Nest! This beautifully renovated home combines contemporary decor with modern amenities making it an enjoyable stay for all!<br /><br />Minutes away from Resort World Casino, Gateway Mall, Howard Beach, JFK Airport and more!<br /><br />Please message us with any inquiries.<br />We hope to see you soon!","South Ozone Park"
"NYC","Discover the best of New York, with this one bedroom apartment in Lenox Hill. It’ll be easy to simply show up and start living in this elegantly furnished apartment with its fully equipped kitchen, comfortable living room, and our dedicated, on-the-ground support. (ID #NYC637)","Upper East Side"
"NYC","This apartment is close to Brooklyn attractions such as Brighton Beach, Coney Island, the Aquarium, and more. Public Transportation is also nearby and it is close to the Belt Parkway. Enjoy your summer in Brooklyn and discover what it has to offer.","Sheepshead Bay"
"NYC","Show up and start living from day one in New York with this charming three bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Midtown West home with stunning views over the city. (ID #NYC736)","Midtown"
"NYC","Located in the heart of Murray Hill, hard to come by 2 bedroom 1 bathroom furnished floor through apartment. <br />The property is located in a classic townhouse building.<br />The apartment is located on the 2nd floor of the building (no elevator) and features a living room that has been converted to a 3rd sleeping area with a single size bed, dining area, kitchen, both bedrooms have queen size beds with toilet and shower for your convenience.","Murray Hill"
"NYC","Cute bedroom available for short term/possible long term in Astoria! On a quiet block that is one block from the subway station. Less than 15 min to midtown Manhattan. This apartment is within a few blocks from all types of restaurants, bars, organic grocery stores, salons, laundromat, Everything!!","Astoria"
"NYC","Cozy House in Brooklyn","Crown Heights"
"NYC","Cozy and well-located apartment in Manhattan just waiting for you and your loved ones! <br /><br />We have beautiful floor-to-ceiling windows, a comfy sofa bed, a dining table, and a brand new 55'' TV in the newly renovated living room. The kitchen is well-stocked with all the essentials and the two bedrooms are extremely spacious. <br /><br />The building is non-smoking so any guests who smoke will be fined a smoking fee of $300.","Murray Hill"
"NYC","If you want a true taste of living in downtown Manhattan this is the apartment for you. Gorgeous, fully furnished one-bedroom in the heart of Chelsea. 3rd floor, with elevator, natural light and modern decor. Steps to tree lined streets of the West Village, green oasis of The Highline, cafes of Union Square, nightclubs of Meatpacking District, shops of the Flatiron and more.","Chelsea"
"NYC","100 sqft room with FLOOR TO CEILING WINDOWS, large closet, tons of natural light, washer/dryer downstairs. 4 Bathrooms (two of the bathrooms are private, one on each floor<br />Duplex apartment, 7 bedrooms and 4 bathrooms. This room is upstairs, together with 3 other rooms and one shared bathroom. Downstairs there are 3 bedrooms and one shared bathroom<br />Furniture: dresser, HDTV, bed, mattress, desk, chair, curtains, art, wall lamp<br />Preparation fee: $175 (One-time: inspection, cleaning and admin cost)","Prospect-Lefferts Gardens"
"NYC","Enjoy the comfort and privacy of a fully furnished entire apartment in the heart of Harlem, minutes from Columbia University, subway lines, and great local dining. The apartment offers a comfortable bedroom, inviting living area, fully equipped kitchen, and modern bathroom. Ideal for visiting professionals, traveling nurses, couples, or solo travelers. Walkable neighborhood with easy access to Midtown, the Upper West Side, and downtown Manhattan. Perfect for short or extended stays.","Harlem"
"NYC","Wake up in the quintessential artistic New York apartment, 2BR/1BA a Duplex near Union Square with a backyard. We have 1-2 bedrooms available. These are private room in an apt not the entire unit.<br /><br />• large backyard w/hammock<br />• elevator bldg<br />• very quiet<br />• close to 4,5,6, N, R, W & Q trains<br />• close to Union Square<br />• laundry in bldg<br />• wireless internet<br /><br />Please be accurate w/the # of people in your reservation and the nature of your trip.","East Village"
"NYC","This is a private home. Has 3 private bedrooms. All other areas are shared spaces. Each room is locked. At any given time, there are multiple visitors in the home.","Canarsie"
"NYC","Show up and start living from day one in New York with this cozy one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Ukrainian Village home. (ID #NYC1003)","East Village"
"NYC","Located steps from the F/G and only 2 stops from Manhattan in Cobble Hill, Brooklyn, a charming neighborhood filled w/ bars, cafes, restaurants, and shops. It’s one of the most beautiful & convenient areas in the city!<br /><br />We live here full-time. This listing/price is to share the space with us. We’re a married couple with a small, hypoallergenic cavapoo. You’ll have a private bedroom and bathroom.<br /><br />Interested in renting without us or for a shorter period? IG is tristajaye","Cobble Hill"
"NYC","Forget your worries in this spacious and serene space. Heart of the city just 4 blocks to Central Park.Trader Joe’s and Whole Foods a couple minutes away. Walk to the city’s best  shopping. UES, midtown, time square etc all close by! <br />A lot of space for New York. Elevator. Doorman. Upscale building. Washer dryer in building. Quiet. Patio!","Upper East Side"
"NYC","You can reserve ANY nights of your choice, taxes, daily breakfast, afternoon snacks, wine/beer, and gym are ALL included. No additional fees. Yes, for all four of you.<br /><br />This property is right across from Park Hyatt but at a much lower price. Room is 710 sq ft. large with an independent soaking tub (rare in NYC standard). Rooms of this size usually go for $1,200-$1,500 per night.<br /><br />By reading this, you have officially become my friend and will go in as my guest.","Midtown"
"NYC","Breathtaking view with two double windows!!!Take it easy at this unique and tranquil getaway. Super clean  apartment with 2 bathroom. <br />Brand new apartment in the heart of Hamilton Heights. The area is a walker’s paradise- your daily errands could easily be done with the help of nearby shops and various places, such as Duane Reade and Hamilton Pharmacy. Many nearby cafes and restaurants will suit to everyone’s taste. It is a 5 minute walking distance from 137th St City College","Harlem"
